Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
agrest3,io.agrest.protocol,ControlParams,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CAYENNE_EXP; DIR; DIRECTION; EXCLUDE; EXP; INCLUDE; LIMIT; MAP_BY; SORT; START; description
agrest3,io.agrest.protocol,ControlParams,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: CAYENNE_EXP; DIR; DIRECTION; EXCLUDE; EXP; INCLUDE; LIMIT; MAP_BY; SORT; START; description
agrest3,io.agrest.protocol,Direction,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.protocol,Exp,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Node; AgExpressionParserVisitor; SimpleNode; AgExpressionParser; JJTAgExpressionParserState; ExpRoot; ExpOr; Exp; ExpObjPath; ExpGenericScalar; ExpScalarList; ExpScalar; ExpUtils; ExpVisitor; SimpleExp; NamedParamsExp; PositionalParamsExp; KeyValueExp; CompositeExp; ExpAnd; ExpNot; ExpTrue; ExpFalse; ExpEqual; ExpNotEqual; ExpLessOrEqual; ExpLess; ExpGreater; ExpGreaterOrEqual; ExpLike; ExpLikeIgnoreCase; ExpIn; ExpBetween; ExpNotLike; ExpNotLikeIgnoreCase; ExpNotIn; ExpNotBetween; ExpBitwiseOr; ExpBitwiseXor; ExpBitwiseAnd; ExpBitwiseLeftShift; ExpBitwiseRightShift; ExpAdd; ExpSubtract; ExpMultiply; ExpDivide; ExpBitwiseNot; ExpNegate; ExpConcat; ExpSubstring; ExpTrim; ExpLower; ExpUpper; ExpLength; ExpLocate; ExpAbs; ExpSqrt; ExpMod; ExpCurrentDate; ExpCurrentTime; ExpCurrentTimestamp; ExpExtract; ExpNamedParameter
agrest3,io.agrest.protocol,ControlParams_v10_Test.Pojo,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.protocol,ControlParams_v10_Test.Pojo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.protocol,ControlParams_v11_Test.Pojo,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.protocol,ControlParams_v11_Test.Pojo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.protocol,ControlParams_v12_Latest_Test.Pojo,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.protocol,ControlParams_v12_Latest_Test.Pojo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.protocol,ControlParams_v12_Latest_Test.PojoDetail,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.protocol,ControlParams_v12_Latest_Test.PojoDetail,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.reader,RelatedEntityResultReader,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DataReader
agrest3,io.agrest.reader,ToManyEntityResultReader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.reader,ToManyEntityResultReader,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): RelatedEntityResultReader
agrest3,io.agrest.reader,ToOneEntityResultReader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.reader,ToOneEntityResultReader,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): RelatedEntityResultReader
agrest3,io.agrest.reflect,BeanAnalyzer.GetterType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.reflect,BeanAnalyzer.GetterType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.reflect,BeanAnalyzer.SetterType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.reflect,BeanAnalyzer.SetterType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.reflect,BeanAnalyzerTest.C1,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.reflect,BeanAnalyzerTest.C1,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.reflect,BeanAnalyzerTest.C2,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.reflect,BeanAnalyzerTest.C2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.resolver,BaseRelatedDataResolver,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseDataResolver; RelatedDataResolver
agrest3,io.agrest.resolver,BaseRelatedDataResolver,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: dataReader
agrest3,io.agrest.resolver,BaseRootDataResolver,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseDataResolver; RootDataResolver
agrest3,io.agrest.resolver,BaseRootDataResolver,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: RequestSchema; AgSchema; AgEntity; AgEntityOverlay; RootDataResolver; SelectContext; AgObjectId; EntityParent; RootResourceEntity; PropertyFilter; PropertyFilteringRulesBuilder; CreateAuthorizer; EntityUpdate; AllowAllCreateAuthorizer; UpdateAuthorizer; AllowAllUpdateAuthorizer; RelatedDataResolver; RelatedResourceEntity; ResourceEntity; ResourceEntityProjection; AgRelationship; AgEntityOverlayResolver; AgRelationshipOverlay; RelatedDataResolverFactory; RootDataResolverFactory; BaseRootDataResolver
agrest3,io.agrest.resolver,ContextAwareRelatedDataResolver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.resolver,ContextAwareRootDataResolver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.resolver,ReaderBasedResolver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.resolver,ReaderFactoryBasedResolver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.resolver,ToManyFlattenedIterator,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ToOneFlattenedIterator
agrest3,io.agrest.runtime,AgCoreModule,Imperative Abstraction,The tool detected the smell in this class because it looks like that an operation is turned into a class. This class contains only the following public method: configure
agrest3,io.agrest.runtime,AgCoreModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.runtime,AgRuntime,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: AgRuntime; AgRuntimeBuilder
agrest3,io.agrest.runtime,AgRuntime,Hub-like Modularization,The tool detected the smell in this class because this class has high number of incoming as well as outgoing dependencies. Incoming dependecies: AgCayenneTester; AgRuntimeBuilder; AgRuntimeBuilder_MaxPathDepthTest; AgRuntimeBuilder_ModuleProviderTest; AgRuntimeBuilder_OverlayTest; AgPojoTester; ControlParamsTester; AgPojoTester; AgTestJaxrsFeature; AgFeatureProvider; AgJaxrs; AgJaxrsFeature; AgJaxrsFeatureBuilder; AgJaxrsFeature_FeatureProviderTest; TestFeatureProvider; AgTestJaxrsFeature; AgSwaggerModuleInstaller; TestOpenAPIBuilder; AgFeatureProvider; AgJaxrs; AgJaxrsFeature; AgJaxrsFeatureBuilder; AgJaxrsFeature_FeatureProviderTest; TestFeatureProvider; AgPojoTester; AgTestJaxrsFeature; AgSwaggerModuleInstaller; TestOpenAPIBuilder. Outgoing dependencies: IAgRequestBuilderFactory; SelectProcessorFactory; DeleteProcessorFactory; CreateProcessorFactory; UpdateProcessorFactory; CreateOrUpdateProcessorFactory; IdempotentCreateOrUpdateProcessorFactory; IdempotentFullSyncProcessorFactory; UnrelateProcessorFactory; AgSchema; PathChecker; AgRuntimeBuilder; AgRequestBuilder; SelectBuilder; UpdateBuilder; UnrelateBuilder; DeleteBuilder; SimpleResponse; SelectContext; UpdateContext; UnrelateContext; DeleteContext
